id,accId,title,year,dateText
64978,D41280,"The Bridge over the River Camel at Wadebridge, Looking North",1811,1811
35012,D07623,Rosehill Park,1810,1810
55497,D28178,Buildings at ?Mézières,1839,1839
6100,P06280,Cockle Gatherers,1974,1974
2250,A01065,Catherine and Heathcliffe as Children. Verso: Fragmentary Figure,"",date not known
101106,P79461,"Palestinian resistant. Studio Shehrazade, Saida, Lebanon, 1968-72. Hashem el Madani",2007,2007
78436,P11933,Spiral Binding,1972,1972
50626,D23289,Blois: The Church of St Laumer/St-Nicholas and the Other Buildings at Blois,1826,1826
46748,D19395,Walmer Castle,1825,1825
32206,D04813,Group of Figures,1802,1802
62868,D35777,Sketch at Deal [Turner],1845,c.1845–6
80934,P12422,[no title],1998,1998
514,T00169,A Man who Suddenly Fell Over,1952,1952
54815,D27488,"Figure, with Arms Raised",1832,c.1832
54862,D27535,"Study for ‘Columbus Setting Sail’, for Rogers’s ‘Poems’",1830,c.1830–2
15360,T04691,Montjen,1833,1833
21480,T07029,"Saturday Morning Class, St Martin’s",1943,1943–4
33483,D06092,Three Studies of a Cow,1806,c.1806–8
48608,D21265,Genoa,1828,c.1828
27325,T07664,Sir John Everett Millais,1904,1904
57469,D30209,Salzburg; View from across the Salzach,1833,1833
41377,D14014,A Landscape,1819,1819
5388,N04715,Thatched Roofs,1884,1884
20620,P77582,Raw-War,1971,1971
24176,T08290,[title not known],"",date not known
35742,D08353,Swans in Motion,1807,c.1807–14
27182,P11692,Cephalus and Aurora (3),1998,1998
59079,D31859,On the Grand Canal. Pesaro [Turner],1840,1840
52356,D25019,[title not known],1830,c.1830
2557,N04578,Spring by the Sea,1905,c.1905
27840,D00425,Salisbury: The Poultry Cross with the Tower of St Thomas’s Church,1795,1795
62032,D34878,Coblenz,1830,c.1830–41
9886,P02364,Three Reclining Figures,1971,1971–6
108905,T13083,Walking the Dog,1976,1976–9
65037,D41339,A Rocky Cove or Inlet in Cornwall or North Devon,1811,1811
12672,T03076,L’Algérienne,1962,1962
40293,D12925,St Goarhausen and Burg Katz from the Riverside at St Goar,1817,1817
12928,N03850,Jan Toorop,1894,1894
63693,D36608,"Hedingham Castle Keep, Essex",1797,c.1797
49490,D22152,"Study of a Man, Perhaps a Farmer; Peveril Castle and the Entrance to Peak Cavern from the North-West",1831,?1831
46255,D18902,Shipping,1825,1825
64832,D41086,A Town Among Hills,1831,1831
53516,D26179,"Gala Water, Galashiels",1834,1834
42782,D15426,"Forum, Rome, with Remains of the Temple of Castor and Pollux",1819,1819
762,N01767,Hounds in Leash,1888,1888–9
63775,D40004,Indications of Transfer Process,1810,c.1810
22323,T09467,"Landscape, a Rocky Cove","",date not known
60675,D33504,Mont Pilatus: Sunset,1841,1841
58165,D30926,Pirna and Sonnenstein from the Elbe,1835,1835
37956,D10580,Deal,1816,c.1816–19
43320,D15964,"View of the Church of San Franceso, Cava de’ Tirreni; Also a View near Albano, and Hills with a Distant View of the Sea",1819,1819
55355,D28036,[inscriptions by Turner],1834,c.1834
32318,D04926,"Study of Supine Male Nude with Raised Right Leg, Used in ‘The Fifth Plague of Egypt’",1799,c.1799–1805
14754,N00494,Dido and Aeneas,1814,exhibited 1814
35462,D08073,"Sandycombe Lodge, Twickenham: An Unexecuted Elevation from the South",1809,c.1809–11
47888,D20537,[title not known],1826,c.1826
51114,D23777,Ruined Castle,1829,?1829
3538,T02943,Sheerness,1814,date not known
44497,D17141,Lecture Diagram 8/2: Elevation of a Stoa or Portico (after James Stuart),1810,c.1810
77621,P78714,Untitled Figure 3,2001,2001
12964,T00275,Light Red Over Black,1957,1957
45130,D17775,"Landscape with Trees, Studies of Clouds, Etc.",1823,1823–4
58327,D31088,"(1) Stettin: The Castle, SS Peter and Paul and St James’s Churches from the North, beyond the Fortifications; (2) Stettin: The North Façade of the Castle",1835,1835
58867,D31643,"Valley, with Mountains, Also Castle on Rock. Sigmundscron [Turner] (Sigmundskron, near Botzen)",1833,1833
62981,D35893,The Lake: Morning,1830,after c.1830
23676,T10008,"A Man Surrounded by his Family, ?About to Be Arrested","",date not known
8253,N06073,Ibaye,1950,1950
22188,P11487,Bull VI,1973,1973
64682,D40935,Inscription by Turner: Title of Sketchbook,1818,c.1818
71434,P78620,[no title],2000,2000
24412,T08982,[title not known],"",date not known
14903,N03382,Claudian Harbour Scene: Study for ‘Dido Directing the Equipment of the Fleet’,1827,c.1827–8
47874,D20523,[title not known],1826,c.1826
53142,D25805,?Ullswater with Glenridding,1831,1831
106060,AR01105,Getlinger Photographiert Beuys 1950 - 63.,"",date not known
48342,D20999,"Mountains, with Towers",1828,1828
42243,D14884,[blank],1828,1828–9
36891,D09512,?Lydford Gorge,1814,1814
39593,D12224,Study of a Cloudy Sky,1808,c.1808–18
69599,A01469,[title not known],"",date not known
39620,D12251,"From Parton, Looking South to Whitehaven and St Bees Head",1809,1809
34193,D06803,"Barges Sailing, and Verses (Inscription by Turner)",1808,c.1808
21189,T06883,Hartgrove Painting No. 2,1992,1992–3
28397,D00985,Harewood House from the South-West: Near View,1797,1797
48934,D21592,"Street Scene, All Arco [Turner], and River between Mountains",1828,1828
22638,T10693,Two Snakes,"",date not known
4611,P06152,Ducks,1967,1967
710,P07005,One Man Band,1934,1934
21187,T06902,Monument,1980,1980–1
55645,D28326,Oxford,1839,1839
17333,P77302,[no title: No. 4],1987,1987
71351,T07878,Study of an Eagle,"",date not known
59223,D32004,"Three Sketches: the Giudecca Canal, with the Zitelle and the Redentore; the Punta della Dogana; and the Riva degli Schiavoni",1833,1833
53944,D26607,"Continuation of the Head of Loch Lomond; and Sketches of Islay: Keills, ?Finlaggan and Port Askaig",1831,1831
22293,T09425,A Cottage in a Mountain Valley,"",date not known
63758,D36678,Coast Scene with Buildings,1840,c.1840–5
48357,D21014,Castle on Hill,1828,1828
18962,P02958,Square Light 2,1988,1988
35825,D08438,Restormel Castle from the Fowey Valley,1811,1811
29179,D01774,"A Broad Landscape with a Group of Buildings, Including a Square Tower, with Mountains Beyond, Possibly at Tretwr, near Brecon",1798,1798–9
37162,D09783,"A Doorway and Other Architectural Details, Perhaps at Farnley Hall",1814,?1814
13923,A00877,"Sketch for ‘The Pilgrimage to Canterbury’, with a compositional sketch, a key to the figures, and studies of heads and figures",1806,1806–7
23146,T09067,Leading in the Winner,"",date not known
29391,D01987,A River in a Gorge among Mountains (?The Glaslyn near Pont-aberglaslyn),1799,1799
25345,T11041,[title not known],1819,1819
39268,D11894,"From Sutton Bank, Looking North to Whitestone Cliff and Gormire Lake",1816,c.1816
9838,P02231,Sheep in Landscape,1974,1974
14844,N02067,Tivoli: Tobias and the Angel,1835,c.1835
27574,D00158,Distant View of Rochester,1794,1794
33371,D05980,A Wooded River Bank,1807,c.1807
43399,D16043,Part of a View of the Bay of Pozzuoli with the Plain of Bagnoli and a Distant View of Pozzuoli,1819,1819
41319,D13955,Notes by Turner from Eustace’s ‘A Classical Tour Through Italy’,1819,c.1819
23130,T09709,Landscape with Trees and Cottages,"",date not known
33235,D05844,"Men with Horses, Two Women to the Right, Figures in a Punt to the Left: Related to ‘Men with Horses Crossing a River’",1805,1805
20867,T06809,Seated Harlequin,1920,1920
39857,D12489,Study of Sky,1818,c.1818
8148,T00941,Marina,1967,1967
1584,N02410,Sheepshearing,1887,c.1887
27077,T07627,Field #20,1997,1997
13952,N03606,Self-Portrait,1912,1912
7708,A00678,[title not known],"",date not known
12605,T03816,Achæan,1981,1981
22769,T10562,"Paris: Remains of the Archbishop’s Palace, Notre Dame. Verso: Sketches",1831,1831
9676,N05711,Shelter Scene: Bunks and Sleepers,1941,1941
59816,D32618,View in Town,1833,?1833
5625,N05216,Battersea Reach,1870,c.1870
41334,D13970,Two Landscapes; one with Ducks and Swans,1819,c.1819
63768,D36688,Waves Breaking on a Beach,1840,?c.1840–5
52654,D25317,"The Hospice at the Summit of the Great St Bernard Pass, Mont Vélan in the Distance",1809,c.1809
43385,D16029,"Town on a Hill, Seen from a Bridge, ?Sant’Agata",1819,1819
9223,P07086,[title not known],1973,1973
47206,D19853,Sketches,1824,1824
35736,D08347,A Wooded Landscape,1807,c.1807–14
40049,D12681,"Figures amidst Barrels, Baskets and Pails",1817,1817
50838,D23501,Street Scene,1826,1826
33595,D06204,The Thames with Walton Bridge in the Distance,1805,1805
12642,N01518,A Blockade Runner,1888,1888
52285,D24948,Study of Figures on the Beach,1835,c.1835–40
49112,D21770,"(a) Mount Soracte, Probably Seen from above Lago di Vico; (b) Lago di Vico; (c) Lago di Vico, Seen from near S. Martino al Cimino",1828,c.1828–9
11528,N06162,Maquette of a Monument Symbolising the Liberation of the Spirit,1952,1952
26587,P78295,Facade Park,1998,1998
85280,T12035,A Line in the Himalayas,1975,"1975, printed 2004"
40514,D13146,"A Tower, with Vessels in the Distance",1817,1817
52248,D24911,Sketches on Coast,1830,c.1830
62024,D34870,Scene on Coast,1830,c.1830–41
58434,D31198,"Castle on Rock, Etc.",1837,c.1837–41
13969,P05154,Untitled,1967,1967
20710,P20137,Rampant,1991,1991
62280,D35151,Zwingenberg on the Neckar,1844,1844
4630,P06171,Man and Horse I,1971,1971
21052,P77667,Jerusalem Pine,1975,1975
62411,D35283,"View, with Distant Mountains",1845,1845
50654,D23317,"Paris: The Quai du Louvre, Looking East to the Pont Neuf and the Ile de la Cité",1826,1826
10123,P02871,Ideas for Figures in a Setting,1984,1984
59999,D32807,"Views of Buildings, Etc.",1837,c.1837–41
28910,D01504,"Academy Study of a Kneeling Male Nude, Posed as David Holding a Sword and Gigantic Decapitated Head",1798,1798
63684,D36599,"Margam Abbey Church, Glamorgan, from the North West",1797,c.1797
36922,D09543,"A Wooden Bridge with a Stone Bridge Beyond, Probably in North Devon",1814,1814
28621,D01212,"The Lilburn Tower, Dunstanburgh Castle, with the Sea and a Stormy Sky",1797,?1797
12969,T01166,Black on Maroon,1958,1958
35455,D08066,"Sandycombe Lodge, Twickenham: An Unexecuted Elevation and Plan",1809,c.1809–11
27384,P11920,[title not known],2000,2000
93501,T13169,Pictures from a Rubbish Tip,1988,1988–9
4906,N02223,Wooded Landscape with Shepherd and Sheep,1785,c.1785–8
31496,D04101,"A Group of Figures, Some Reclining, Others Dancing to a Harpist",1799,c.1799–1802
69582,A01452,[title not known],"",date not known
26504,T07497,Untitled (Wheelchair),1998,1998
54904,D27577,Vignette Study of a Figure in a Garden; for Campbell’s ‘Poetical Works’,1835,c.1835–6
21887,P77920,Colour Etching G,1996,1996
17262,T05482,A Ruined Gateway,"",date not known
43268,D15912,"?Buildings along the Waterfront, Naples, with the Mole Lighthouse in the Distance",1819,1819
23985,T08662,A Girl Half Length in Profile to Left,"",date not known
46721,D19368,Dover,1825,1825
45512,D18157,"Ivy Bridge, Devonshire",1814,c.1814–15
29996,D02593,"Overgrown Cliffs, with the Sea to the Right",1801,1801
66642,P78517,Spider’s Leg at 400 x,2000,2000
69827,A01697,[title not known],"",date not known
8727,P01069,[no title],1973,1973
3997,N03544,Lady Delaval (?),1792,1792
13449,N05144,The Path to the Old Ferry at By,1880,1880
105877,AR00944,Beuys. Tracce in Italia,1974,1974
28772,D01365,A Watermill above a Rocky Stream,1798,1798
29601,D02198,Composition of the Deluge,1802,1802
8386,T00175,White Drawing,1907,?1907
1074,A00040,Sketch for ‘Tiriel Supporting the Dying Myratana’. Verso: Sketch for ‘Tiriel Supporting the Dying Myratana’,1786,c.1786–9
46691,D19338,Ostend Sands [Turner],1825,1825
41597,D14234,"The Old Port, Como",1819,1819
38005,D10630,Partial Copy of ‘The Enchanted Isle’ by Antoine Watteau; Two Composition Studies for ‘Rome from the Vatican’,1815,c.1815–20
1152,T00547,Los and Orc,1792,c.1792–3
6746,N04152,Lady with a Book,1860,c.1860
79548,T11810,Untitled Composition,1945,1945
31175,D03779,"A Wagon on a Road near the Sea, with a Hillside Beyond",1801,c.1801
95055,T12562,When Donald Judd Comes to our Place...,1997,1997
67840,P09089,[no title],1962,1962
20458,T06607,Black and White Movement,1952,1952
24119,T09700,Jane Shore Doing Penance through the Streets of London between Two Monks,"",date not known
35951,D08564,"Bayard’s Cove, Dartmouth",1811,1811
58370,D31131,Three Sketches of Fortifications near Copenhagen; A Sailing Ship; Sketch,1835,1835
21137,P77723,Silver,1994,1994
64024,D40260,[inscriptions by Turner],"",date not known
61634,D34466,Buildings on Rocks among Mountains,1830,c.1830–41
52034,D24697,The Lanterne at St-Cloud,1833,c.1833
9102,T00683,Light Dynamo,1963,1963
14839,N02002,"Sunrise, with a Boat between Headlands",1840,c.1840–5
3892,P02529,Big Red Wrench in a Landscape,1973,1973
14335,T03822,Débricollage,1970,1970
44700,D17344,"Views of the Coast, from the Channel",1821,c.1821
57919,D30674,Outlines of Distant Hills,1835,1835
53226,D25889,"Hermitage Castle, Lidderdale",1831,1831
9557,P07092,PR3NT A,1969,1969
48125,D20781,A Rocky Headland with the Central Tower of East Cowes Castle,1827,1827
51412,D24075,Distant River and Hills,1832,1832
40116,D12748,Distant View of the Front of Hougoumont among Trees,1817,1817
837,T02395,Prunier,1944,1944
22609,T08063,"Ruined Buildings on a Wooded Hill to Left, Sharp Crags to Right","",date not known
24153,T08613,"A Ruined Tower: Leaning Tower, Caerphilly","",date not known
97286,AR00223,Skull,1988,"1988, printed 1990"
105948,AR01004,Jahre Galerie Klein.,1973,1973
8198,T03162,Seated Figure on a Bench,1972,1972
6246,T04199,A Man Leaning on a Fence,"",date not known
31861,D04468,"Mont Blanc, the Brenva Glacier and the Entrance to the Allée Blanche from near Entreves",1802,1802
9587,T03402,The Tightrope Walker,1970,1970
34013,D06622,Sunset over the River Thames,1806,c.1806–14
1419,N04772,"Venice: the Salute, Campanile and Doge’s Palace from the Giudecca","",date not known
33997,D06606,Study for ‘The Sun Rising through Vapour’,1807,1807–9
12102,P08192,Geese,1903,c.1903
80752,P12372,"Red Roofs, North Island, New Zealand",1990,1990
57750,D30500,"The Drachenfels, Looking Upstream to Rolandseck",1840,1840
57785,D30535,"Schloss Stolzefels and Kapellen Church, Looking Downstream",1840,1840
4815,T02146,Torsion,1928,1928–36
19431,T05862,Untitled,1990,1990
45652,D18297,Ruins of Castle,1824,c.1824
10842,P04710,Print 5,1972,1972
35869,D08482,Printed Page of Coltman’s ‘British Itinerary’,1811,1811
36877,D09498,"Buildings near a River with Hills Beyond, Probably in Devon",1814,1814
12903,P02409,[title not known],1976,1976
3930,P07842,[no title],1981,1981
55806,D28487,"Mainz Cathedral from the Gutenbergplatz, with the Statue of Gutenberg by Thorvaldsen",1839,1839
27368,P20204,Umdlalo Uyathoma,1998,1998
20230,A00100,Study of Heads for a Pietà,"",date not known
8156,N01655,The Kyles of Bute,1893,1893
2649,T03988,Spring,"",date not known
33567,D06176,Cows,1806,c.1806–8
105771,AR00850,Manifest,1979,1979
43297,D15941,"Study of a Carriage with Figures; and Sketches amidst the Mountains, ?near Vietri sul Mare",1819,1819
574,P01802,Scurrying Figures,1974,1974
54985,D27658,Vignette Study; Moonlight Scene with Bridges,1832,c.1832–9
38147,D10772,Figures,1815,c.1815–17
34791,D07402,A House among Trees on a River,1809,c.1809
77073,T07978,Meander I,1967,1967
56090,D28773,"Views on River, Etc.",1834,c.1834
49194,D21853,[inscriptions by Turner],1828,1828
24647,T09906,[title not known],1803,1803–5
48397,D21054,Distant Mountains,1828,1828
34024,D06633,"Two Barges, Frozen up, a Dinghy and Figures",1814,?1814
3806,T01832,Manman,1957,1957
317,N01198,"Henry Byne, of Carshalton","",date not known
7783,P04395,Bridge,1971,1971–4
8531,A00706,[title not known],"",date not known
16368,P05559,"Catfish Row, New York 5",1979,1979
35157,D07768,A Cottage on a Hill,1809,1809
2826,T00971,"Ruins and Houses, North Wales",1800,c.1800–2
37442,D10064,Sailing Vessel,1814,1814
11914,N04057,"Interior of a Barn with Figures and a Lamb, engraved by the Dalziel Brothers",1866,1866
14833,N01996,Between Decks,1827,1827
41913,D14551,View of Distant Hills,1819,1819
51454,D24117,The Poor Fisherman,1826,c.1826
58141,D30902,Schloss Weesenstein: Carriage Sketch,1835,1835
42109,D14747,In the Hills above the Cascata delle Marmore,1819,1819
20991,P77657,[no title],1993,1993
56320,D29048,A Distant View of Laon,1836,1836
974,P01368,Berkshire Downs,1974,1974
11379,P01463,‘Am I the Object Which I See?’,1974,1974
38572,D11197,"High Cup Nick, near Appleby",1816,1816
35321,D07932,Two Gun Dogs,1809,1809
47397,D20045,Group of Figures,1824,1824
31821,D04428,Buildings at Lyon,1802,1802
19585,T06407,"Kirkstall Abbey, Yorkshire, engraved by J. Greig",1808,published 1808
19052,P77390,[no title],1979,1979–82
34846,D07457,"Diagram: Objects above, level with and below the Eye, after Giovanni Paolo Lomazzo",1809,c.1809
52983,D25646,Notes on the Royal Academy,1830,1830
13492,N00762,The Order of Knighthood Conferred on Don Quixote by the Inn Keeper,"",date not known
83255,T11898,Study for Dollboy,1960,1960
6934,T01130,17. 3. 69,1969,1969
8019,P04460,(6) Partisan Review,1969,1969–70
3786,P07389,[no title],1978,1978
58747,D31516,Mountain Scenery and Buildings,1833,1833
52402,D25065,[title not known],1830,c.1830
20082,T06354,"The Fighting Téméraire, engraved by Willmore",1859,published 1859–61
45357,D18002,Group of Figures,1823,c.1823–4
63437,D36352,"Bedlam Furnace, Coalbrookdale","",date not known
45776,D18421,Three Views of Arundel Castle,1824,c.1824
99360,T12654,Study for ‘Discs’,1978,1978
35415,D08026,Inscription by Turner: Draft of the Conclusion of the ‘Backgrounds’ Perspective Lecture,1808,c.1808–11
62050,D34896,Bridge and Village,1830,c.1830–41
62897,D35808,Figures on Board a Packet,1845,c.1845–6
50558,D23221,"Angers: View Upriver, with the Tour de Guillou and Basse Chaine, with La Trinité (Left), and the Château (Right); The Southern Walls of the Château, with Roofs of Houses to its Right",1826,1826
50000,D22663,Evening: A Windmill at Sunset,1827,1827
7794,P04406,[title not known],1974,1974
31543,D04148,Fishing Boats under Sail,1799,c.1799–1802
25136,T10754,[title not known],"",date not known
12798,N04626,Hesterna Rosa,1853,1853
103277,T12951,Terracotta Circle,1969,1969
4464,P02833,Welsh Lights,1983,1983
22828,T10433,View near Nice: A Cave on the Shore,1773,1773
4661,P06202,Odysseus Meets his Son,1973,1973–4
41048,D13681,Court of Linlithgow Palace,1818,1818
23383,T09352,The Glen between Reinioge and Corwen,"",date not known
24242,T08360,[title not known],"",date not known
20051,T06323,"Cologne from the River, engraved by A. Willmore",1859,published 1859–61
8485,P01744,Cuchulainn,1974,1974
62003,D34848,"Fyrish Monument, Evanton from the North",1831,1831
32457,D05065,"A Group of Falling Naked Figures, Perhaps for a ‘Deluge’ Subject or the ‘Army of the Medes Destroyed in the Desert by a Whirlwind’",1799,c.1799–1805
22624,T08078,Mountain Tops and Clouds,"",date not known
32916,D05524,"The Thames from Richmond Hill, Looking East, with Richmond Bridge Glimpsed through Trees",1805,1805
30670,D03274,"Houses and Trees on a Bank Overlooking the Solway Firth, Perhaps at Gretna; Study of Buildings and Trees (Top Right)",1801,1801
98208,AR00491,ELEPHANT (Gold),1999,1999
20365,T06588,Wat Tyler and the Tax-Gatherer (after Henry Fuseli),1797,"1797, published 1798"
5251,P08081,Dress: 1860,1921,1921
11916,N04085,The Connoisseurs,"",date not known
44102,D16746,Mountainous Landscape,1820,1820
46129,D18776,Views on River at Mortlake,1825,c.1825
57319,D30059,(1)-(5) The Danube between the Strudel and Grein; (6) Greinburg Castle,1840,1840
47533,D20181,"Bernkastel and the Landshut, Looking Downstream",1824,1824
37648,D10271,"Newbridge, Gunnislake and the Tamar Valley",1813,?1813
19800,T06072,"Lancaster, from the Aqueduct Bridge, engraved by R. Wallis",1827,published 1827
48363,D21020,Mountains and Towers,1828,1828
15405,T04736,Venice - The Campanile,1834,1834–6
98542,AR00102,Sculptures,1954,1954
54978,D27651,Vignette Study for Moore’s ‘The Epicurean’; Memphis (The Kingdom of the Earth),1837,c.1837
20861,P11369,Helios V,1948,1948
14979,N05522,The Cave of Despair,1835,c.1835
40945,D13577,Architectural Details,1818,1818
8541,A00716,[title not known],"",date not known
54186,D26850,Sketches Looking South Down the Firth of Lorn and Towards Mull from the Firth of Lorn,1831,1831
64213,D40463,[inscriptions not by Turner],"",date not known
3816,T00127,Sketch for ‘The Old Bridge at Cagnes’,1910,1910
37719,D10342,Rosehill Park,1810,1810
36100,D08713,Printed Page of Coltman’s ‘British Itinerary’,1811,c.1811
35977,D08590,Printed Page of Coltman’s ‘British Itinerary’,1811,c.1811
23713,T10045,"A Putto in an Arabesque, Blue Background: ?Design for the Decoration of One of the Lunettes at Buckingham Palace Executed by Bernasconi","",date not known
28289,D00877,A Ruined Abbey with Mountains Beyond,1798,?c.1798
3776,P04212,[title not known],1972,1972
53742,D26405,"Stewart Monument, Calton Hill; and Castle Campbell, Dollar",1834,1834
36506,D09127,Two Studies for Pictures,1812,c.1812–13
664,T03458,Antony and Cleopatra,1982,1982
16005,N01637,The Spirit of Christianity,1873,1873–5
11133,P02032,13. You’ll soon be Congratulating Yourself!,1972,1972
57812,D30562,"Oberwesel: The Schönburg and Liebfrauenkirche, Looking Downstream",1840,1840
45212,D17857,Shipping off the Tower,1823,c.1823–4
12042,P06439,"13. Leckhampstead, Berkshire: a Victorian Church by S.S. Teulor",1964,1964
32905,D05513,A Classical Harbour: Study for ‘Dido and Aeneas’,1805,1805
118534,T13401,Image,1989,1989
56546,D29278,Ivrea Castle from the West,1836,1836
43665,D16309,"Interior of St Peter’s, Rome, Looking down the Left Aisle, with Canova’s Monument to the Last of the Stuarts on the Right",1819,1819
275,P78439,Small Etching/Black & White No.5,1999,1999
12364,A01150,Glaucus and Scylla,"",date not known
54653,D27318,Cliffs,1832,c.1832
64461,D40714,Clouds,1816,c.1816–18
25746,T11400,[title not known],"",date not known
29511,D02108,"Buildings and Trees, ?with a Mountain Above",1799,1799–1800
6551,P02301,Interior (Day),1974,1974
40053,D12685,Harbour and Lighthouse,1817,1817
11559,P04943,5. THE LION,1968,1968
40845,D13477,Tynemouth Priory at the Mouth of the River Tyne; and a Town,1818,1818
51523,D24186,The Panthéon and Rue ?Mallets [Turner],1832,1832
55715,D28396,A Soldier and Peasant Men and Women,1839,1839
5361,T03841,Victoria Embankment Gardens,1912,1912
22404,T08746,Landscape Composition,"",date not known
40817,D13449,"St Andrew’s Church, George Street Edinburgh",1818,1818
23919,T08693,"Page from a Sketchbook, Studies of a Boy Fishing","",date not known
58484,D31248,"Town, with Mountains",1843,1843
15803,N01209,The Vagrants,1868,1868
56991,D29729,"(1) Burg Fürstenberg and Rheindiebach from the Rhine; (2) Burg Reichenstein; (3) Burg Nollig and Lorch, from the Rhine (in Two Instalments)",1833,1833
11823,P07884,Canto XXV: [no title],1983,1983
26279,T07430,Measuring Niagara with a Teaspoon,1997,1997
43289,D15933,"Two Views of Vesuvius Seen between Pizzofalcone and Castel dell’Ovo, Naples",1819,1819
64206,D40456,[title not known],"",date not known
13498,T00931,Painting 1964,1964,1964
2411,P04140,Derrynan IV,1967,1967
412,P11184,[no title],1978,1978
93470,P13021,Walter Benjamin,1990,1990
10916,T01257,Soft Drainpipe - Blue (Cool) Version,1967,1967
4657,P06198,The Book of the Dead,1973,1973–4
45336,D17981,[blank],1823,c.1823–4
12758,P07646,At the Field’s Edge,1978,1978
1769,N03145,Study of a Girl’s Head for ‘The Mill’,1870,1870
40717,D13349,Ruins of a Castle,1818,1818
43141,D15785,"The Great Theatre and the Quadriporticus, Pompeii",1819,1819
5407,T01645,Woman with an Eye-Glass,1902,c.1902–3
8187,T03830,Study for ‘Ambassador Ivan Maisky’,1942,1942
22971,T09444,"Portrait Study, a Head of a Man",1872,1872
32404,D05012,"Study for an Historical Subject: A Town with Towers and a Bridge, in a Thunder Storm, Perhaps for ‘The Destruction of Sodom’ or Possibly ‘Hero and Leander’",1799,c.1799–1805
64176,D40426,Sketches,"",date not known
69589,A01459,[title not known],"",date not known
64438,D40691,Several Views,1820,1820
28747,D01340,Malmesbury Abbey from the North,1798,1798
34899,D07510,Inscription by Turner: Notes on Sunlight; with a Diagram,1809,c.1809
38011,D10636,Classical Architecture; an Arcade and other Buildings,1815,c.1815–17
48217,D20874,Sailing Vessel(s),1827,c.1827
49500,D22162,"Worcester ?from the North, and from the North-East; Peveril Castle and Castleton",1831,?1831
52011,D24674,Rouen Cathedral,1832,c.1832
49075,D21733,Views of Towns,1828,1828–9
60366,D33187,Mountains. Els... [Turner],1841,c.1841
1774,N03452,The Temple of Love,"",date not known
45868,D18515,A Satyr Approaching a Naked Woman,1810,c.1810
7429,A00399,[title not known],"",date not known
15556,T04990,Killiecrankie,1834,1834–6
35091,D07702,Group of Distant Houses,1809,circa 1809–11
39970,D12602,"Cologne from the Rhine with the Town Hall, Great St Martin’s and Cathedral",1817,1817
48182,D20839,The Way Down,1827,1827
31906,D04513,The Isère Valley and the Voreppe-Grenoble Road,1802,1802
5725,N04824,Moret-sur-Loing,1902,1902
45814,D18459,[title not known],1824,c.1824
55421,D28102,"Marché de Theux and Franchimont; General View of Franchimont, with Extra Architectural Details and the Three Shields Carved on its Entrance Portal",1839,1839
45786,D18431,In Arundel Park,1824,c.1824
19848,T06120,"Harlech Castle, North Wales, engraved by W.R. Smith",1836,published 1836
4981,N03339,A Wolf,1913,1913
17032,T05255,Folkestone,1814,1814
21175,P77688,Sleeping Man,1994,1994
61151,D33983,"Mountains, with Castle, Etc.",1830,c.1830–41
11787,P07797,Canto XXII: [no title],1982,1982
31301,D03906,"Studies of Egyptian Gods, Including a Composite Deity and a Cat Figure with Cystrum",1799,c.1799–1800
105863,AR00933,Joseph Beuys: Projekt Westmensch. Museum für Gegenwartskunst,1994,1994
38759,D11384,Fountains Abbey and Hall,1816,1816
46428,D19075,Shipping,1825,1825
26483,T07489,Seated Couple,1933,1933
20536,T06647,"The Plain of Troy, engraved by E. Finden",1832,published 1832–4
57726,D30474,Ostend: Pier,1840,1840
60353,D33174,Mountains,1841,c.1841
35983,D08596,Printed Page of Coltman’s ‘British Itinerary’,1811,c.1811
46401,D19048,Buildings on Quay,1825,1825
88979,P79178,Identity Transfer 1,1968,"1968, printed late 1990s"
4834,T02165,Cover Design for a Portfolio of Prints,1975,c.1975
23783,T09847,An Artist’s Studio,"",date not known
46611,D19258,River Scene,1825,1825
40856,D13488,"Dunbar: The Harbour, the Castle and Bass Rock",1818,1818
105265,P79795,I’m dreaming of a white Christmas,1967,1967
55256,D27937,New College,1834,c.1834
59956,D32763,Views on River. (?Hammerstein),1837,c.1837–41
4256,T00741,Inclined Oval Brown,1964,1964–5
69832,A01702,[title not known],"",date not known
57126,D29864,Heidelberg: The Karlstor and View down the Neckar,1833,1833
22740,T08413,"A Fat Man Looks at a Fat Woman, Seated with her Back to Him","",date not known
34110,D06719,Two Cart Horses,1807,1807
93300,P20332,Untitled,2005,2005
43530,D16174,"View from Monte Mario, Rome, with the Ponte Molle and the River Tiber",1819,1819
62552,D35429,"Boulogne from the North-East, with a Windmill",1845,1845
55624,D28305,"(1) Alken and Burg Thurandt, Looking Downstream; (2) Alken and Burg Thurandt, Looking Downstream from closer to the Town; (3) The Leyen Burg at Gondorf",1839,1839
42814,D15458,"Four Sketches of Ariccia, Including the Porta Romana",1819,1819
9182,P06356,Thus Have the Starlings,1968,1968
40538,D13170,Vessels,1817,1817
2519,T03322,The Divine Land,1979,1979
36469,D09090,Study for a Classical Picture,1812,c.1812–13
38777,D11402,"Coverham Abbey and Church, Looking West",1816,1816
13861,N03392,The Hon. and Rev. Samuel Best,1840,?1840
62385,D35257,Recumbent Figure,1844,c.1844–5
52541,D25204,?Chichester Cathedral,1828,c.1828–38
31804,D04411,Tournus and the Plain of the River Saône,1802,1802
52548,D25211,"?St Agatha’s Abbey, Easby",1830,c.1830
